,store,sido,gungu,store_address
1326,중동유니시티,경남,창원시 의창구,경남 창원시 의창구 서상동 666-6 (경남 창원시 의창구 의창대로254번길 9)
1327,팔용,경남,창원시 의창구,경남 창원시 의창구 팔용동 170-9 (경남 창원시 의창구 남산로 33)
1328,남문,경남,창원시 진해구,경남 창원시 진해구 남문동 1246-4 (골든프라자) (경남 창원시 진해구 남영로55번길 6-17 (골든프라자))
1329,석동덕산,경남,창원시 진해구,경남 창원시 진해구 석동 139-6 (경남 창원시 진해구 냉천로 70-1)
1330,웅동용원,경남,창원시 진해구,경남 창원시 진해구 용원동 1212-11 (경남 창원시 진해구 용원서로39번길 6)
1331,자은냉천,경남,창원시 진해구,경남 창원시 진해구 자은동 135-1 (자은빌딩 103호) (경남 창원시 진해구 냉천로 160 (자은빌딩 103호))
1332,중앙(진해),경남,창원시 진해구,경남 창원시 진해구 여좌동 925-139 (경남 창원시 진해구 여좌로 6)
1333,진해신항,경남,창원시 진해구,경남 창원시 진해구 용원동 1340 (경남 창원시 진해구 신항동로 141)
1334,태평,경남,창원시 진해구,경남 창원시 진해구 수송동 12-14 (경남 창원시 진해구 충무로 70번길 4)
1335,풍호,경남,창원시 진해구,경남 창원시 진해구 풍호동 305-17 (경남 창원시 진해구 충장로657번길 35 창원마린푸르지오2단)
1336,미수봉평,경남,통영시,"경남 통영시 미수동 22-1번지 운하상가 115호 (경남 통영시 운하1길 25, 천우운하맨션 상가 115호)"
1337,북신무전,경남,통영시,경남 통영시 무전동 1033-2 (경남 통영시 무전8길 22-19)
1338,죽림,경남,통영시,"경남 통영시 광도면 죽림리 1574-57 가동 103호 (경남 통영시 광도면 죽림2로 77, 가동 103호)"
1339,하동,경남,하동군,경남 하동군 하동읍 읍내리 238 (경남 하동군 하동읍 시장3길 6)
1340,칠원,경남,함안군,경남 함안군 칠원읍 구성리 650-4 (경남 함안군 칠원읍 용산1길 27)
1341,함안,경남,함안군,경남 함안군 가야읍 말산리 58-27 (경남 함안군 가야읍 가야로 78)
1342,함양,경남,함양군,경남 함양군 함양읍 용평리 773-1 (경남 함양군 함양읍 함양로 1111-1)
1343,합천,경남,합천군,경남 합천군 합천읍 합천리 320-3 (경남 합천군 합천읍 대야로 869)
1344,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4 (제주 서귀포시 대정읍 신영로 73)
1345,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6 (제주 서귀포시 일주동로 8584)
1346,서귀포남원,제주,서귀포시,제주 서귀포시 남원읍 남원리 50 (제주 서귀포시 태위로 713)
1347,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3 (제주 서귀포시 명동로 29(서귀동))
1348,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10 (제주 서귀포시 신서귀로97길 55)
1349,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1 (제주 서귀포시 성산읍 성산등용로 78)
1350,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476 (제주 서귀포시 대정읍 에듀시티로239번길 8)
1351,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9 (제주 서귀포시 천제연로 215)
1352,표선,제주,서귀포시,제주 서귀포시 표선리 633-3 (제주 서귀포시 표선동서로 234)
1353,건입,제주,제주시,제주 제주시 일도2동 160-9 (제주 제주시 고마로 29)
1354,노형,제주,제주시,제주 제주시 노형동 1055-1 (제주 제주시 월랑로 35)
1355,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4 (제주 제주시 서해안로 160-1 1층)
1356,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2 (제주 제주시 화삼북로2길 32)~1
1357,세화,제주,제주시,제주 제주시 구좌읍 평대리 3349-8 (제주 제주시 구좌읍 세평항로 37)
1358,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18 (제주 제주시 광양 13길 3)
1359,아라,제주,제주시,제주 제주시 아라일동 6080 (제주 제주시 중앙로 596)
1360,아라이도,제주,제주시,제주 제주시 이도2동 1970-24 (제주 제주시 승천로 51)
1361,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1 (제주 제주시 애월읍 고내로7길 44)
1362,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4 (제주 제주시 하귀9길 56)
1363,용담삼도,제주,제주시,제주 제주시 용담이동 628-24 (제주 제주시 용화로 40)
1364,일도,제주,제주시,제주 제주시 일도이동 377-22 (제주 제주시 고마로 95)
1365,제주1호,제주,제주시,"제주 제주시 연동 272-30 (제주 제주시 삼무로 50),711-0991"
1366,탑동(제주),제주,제주시,제주 제주시 삼도이동 1192-22 (제주 제주시 탑동로 21)
1367,한라대,제주,제주시,제주 제주시 노형동 716 (제주 제주시 한라대학로 114)
1368,한림협재,제주,제주시,제주 제주시 한림읍 한림리 1582-8 (제주 제주시 한림읍 한림중앙로 47)
1369,함덕,제주,제주시,제주 제주시 조천읍 함덕리 1004-41 (제주 제주시 조함해안로 510)
